Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,country
117 Rue Lauriston 16th arr 75116 Paris France,7/4/2017,7.9,Le Dokhan s a Tribute Portfolio Hotel, Netherlands ,122,222,5,1,4.2,"[' Business trip ', ' Solo traveler ', ' Classic Queen Room ', ' Stayed 1 night ']",30 days,48.8663359,2.2867935,France
11bis Rue Godot de Mauroy 9th arr 75009 Paris France,7/31/2017,8.7,Le Relais Madeleine, Botswana ,0,479,67,8,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",3 days,48.870961,2.3267678,France
12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,7/25/2017,9.0,Terrass H tel Montmartre by MH, United Kingdom ,72,707,32,2,7.9,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room Loge Classique ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",9 days,48.8865626,2.3329648,France
12 Boulevard Haussmann 9th arr 75009 Paris France,7/30/2017,7.8,Millennium Hotel Paris Opera, Germany ,42,515,12,1,6.7,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ']",4 days,48.8724588,2.3378004,France
12 boulevard Malesherbes 8th arr 75008 Paris France,7/31/2017,8.4,Waldorf Madeleine, Netherlands ,109,1184,3,8,3.3,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,48.8715828,2.3224853,France
12 Folgate Street City of London London E1 6BX United Kingdom,8/2/2017,9.4,Batty Langley s, Finland ,0,644,69,1,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5208575,-0.0779503,United Kingdom
12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,8/3/2017,8.0,Best Western Mornington Hotel Hyde Park, United States of America ,42,2418,14,11,8.8,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5119933,-0.1782794,United Kingdom
12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,8/3/2017,8.9,Arbor City, Canada ,13,2197,20,12,10.0,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",0 days,51.5166755,-0.0697897,United Kingdom
12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,7/29/2017,9.0,Hotel La Lanterne, United Kingdom ,21,499,33,1,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room with free pool and hammam access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,48.8489839,2.348383,France
12 Rue de Louvois 2nd arr 75002 Paris France,7/26/2017,9.3,H tel Square Louvois, United States of America ,104,320,36,1,6.7,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",8 days,48.8684165,2.336869,France
12 rue de Marignan 8th arr 75008 Paris France,6/9/2017,8.7,Hotel Marignan Champs Elys es, United States of America ,56,645,4,2,8.5,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",55 days,48.8685093,2.3067895,France
12 rue de Parme 9th arr 75009 Paris France,5/9/2017,9.0,Le Grey Hotel, United Kingdom ,10,393,25,1,9.6,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",86 days,48.881407,2.3274204,France
12 rue des Saussaies 8th arr 75008 Paris France,7/25/2017,9.0,Le Pavillon des Lettres, United Kingdom ,31,164,45,4,9.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",9 days,48.8713699,2.3181191,France
12 Rue Jean Goujon 8th arr 75008 Paris France,5/24/2017,8.7,H tel San R gis, Australia ,15,277,34,9,9.6,"[' Leisure trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",71 days,48.8665788,2.3084447,France
12 rue Saint Didier 16th arr 75016 Paris France,7/11/2017,8.5,Garden Elys e, United States of America ,253,378,29,84,7.1,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 1 night ']",23 days,48.8663444,2.2881979,France
12 rue Saint Roch 1st arr 75001 Paris France,7/26/2017,8.4,Hotel Louvre Montana, Israel ,44,325,23,7,7.9,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 7 nights ']",8 days,48.8644627,2.3318473,France
12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,8/2/2017,7.9,Ambassadors Bloomsbury, United Kingdom ,18,1521,31,1,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",1 days,51.5266618,-0.1296571,United Kingdom
123 boulevard S bastopol 2nd arr 75002 Paris France,8/2/2017,9.3,Le 123 S bastopol Astotel, United States of America ,0,397,178,2,9.6,"[' Leisure trip ', ' Travelers with friends ', ' Standard Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,48.8675886,2.3531018,France
123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,6/28/2017,9.2,Le 123 Elysees Astotel, Australia ,20,171,83,14,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",36 days,48.8730823,2.309659,France
124 Clerkenwell Rd Camden London EC1R 5DJ United Kingdom,8/3/2017,7.8,The Bryson Hotel, United Kingdom ,117,264,18,3,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",0 days,51.5220869,-0.1082443,United Kingdom
128 avenue de Wagram 17th arr 75017 Paris France,7/31/2017,7.8,Best Western Mercedes Arc de Triomphe, United States of America ,7,368,23,8,10.0,"[' Leisure trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 2 nights ']",3 days,48.8848292,2.3035189,France
128 King Henry s Road Camden London NW3 3ST United Kingdom,8/2/2017,8.3,London Marriott Hotel Regents Park, South Africa ,40,1640,13,5,6.7,"[' Leisure trip ', ' Family with young children ', ' Superior Room with Two Double Beds and Balcony ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",1 days,51.5421476,-0.1703073,United Kingdom
129 Bayswater Road London W2 4RJ United Kingdom,1/19/2016,7.8,Hilton London Hyde Park, Australia ,52,646,36,1,7.5,"[' Leisure trip ', ' Solo traveler ', ' Queen Guestroom ', ' Stayed 7 nights ']",562 day,51.51046,-0.1875844,United Kingdom
13 15 Gower Street Camden London WC1E 6HE United Kingdom,8/3/2017,8.3,Staunton Hotel B B, Netherlands ,35,615,22,2,7.1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",0 days,51.520378,-0.1303414,United Kingdom
13 Boulevard Du Temple 3rd arr 75003 Paris France,7/24/2017,7.7,1K Hotel, United Kingdom ,37,663,16,16,4.2,"[' Leisure trip ', ' Couple ', ' Superior M Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",10 days,48.8639318,2.3658744,France
13 Rue De La Paix 2nd arr 75002 Paris France,7/30/2017,8.4,H tel Westminster, United Kingdom ,29,1374,21,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 6 nights ']",4 days,48.8693409,2.3310263,France
13 rue des Beaux Arts 6th arr 75006 Paris France,7/16/2017,8.8,L H tel, Australia ,11,224,65,12,10.0,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",18 days,48.8562272,2.3351758,France
13 Rue Fran ois Ory 92120 Paris France,5/31/2017,7.5,Mercure Paris Porte d Orleans, Luxembourg ,38,110,100,10,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",64 days,48.8178079,2.3293636,France
13 rue Geoffroy Marie 9th arr 75009 Paris France,7/31/2017,8.4,Maxim Op ra, United Kingdom ,25,256,12,1,8.3,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 2 nights ']",3 days,48.8738557,2.3444232,France
13 Rue Jules Cesar 12th arr 75012 Paris France,8/2/2017,8.6,Le Marceau Bastille, United States of America ,14,1059,82,3,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",1 days,48.8490691,2.3697484,France
13 rue Saint Sulpice 6th arr 75006 Paris France,7/29/2017,8.6,Hotel Odeon Saint Germain, United States of America ,9,559,43,1,9.2,"[' Business trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",5 days,48.8513515,2.3375084,France
130 134 Southampton Row Camden London WC1B 5AF United Kingdom,8/2/2017,8.3,Mercure London Bloomsbury Hotel, United Kingdom ,60,1361,32,1,9.2,"[' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ']",1 days,51.5210085,-0.1230966,United Kingdom
130 135 Minories City of London London EC3N 1NU United Kingdom,1/12/2016,8.9,The Chamberlain, Ireland ,0,2543,20,9,10.0,"[' Leisure trip ', ' Group ', ' Luxury Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",569 day,51.5122457,-0.0757326,United Kingdom
130 Tottenham Court Road Camden London W1T 5AY United Kingdom,8/3/2017,8.3,Radisson Blu Edwardian Grafton, United Kingdom ,106,2826,14,13,7.1,"[' Business trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5241386,-0.1380807,United Kingdom
132 Boulevard Haussmann 8th arr 75008 Paris France,7/30/2017,9.2,La Villa Haussmann, United Kingdom ,92,283,76,5,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",4 days,48.8753446,2.3167161,France
134 George Street Westminster Borough London W1H 5DN United Kingdom,7/21/2017,8.2,London Marriott Hotel Marble Arch, Qatar ,26,1505,4,26,10.0,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room with Two Double Beds ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",13 days,51.5163841,-0.1635764,United Kingdom
14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,8/2/2017,7.5,Saint Georges Hotel, United Kingdom ,39,2092,4,13,5.8,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.517839,-0.1424476,United Kingdom
14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,8/2/2017,8.8,Park Grand London Lancaster Gate, United Kingdom ,38,1519,16,2,6.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ']",1 days,51.5132069,-0.1807816,United Kingdom
14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom,7/13/2017,9.2,The Henrietta Hotel, United Kingdom ,60,49,43,5,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",21 days,51.5109079,-0.1238221,United Kingdom
14 Rue Beaujon 8th arr 75008 Paris France,7/29/2017,8.8,Sofitel Paris Arc De Triomphe, United Kingdom ,42,825,6,1,8.8,"[' Leisure trip ', ' Group ', ' Superior Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",5 days,48.8751845,2.3013214,France
14 Rue de la Sorbonne 5th arr 75005 Paris France,6/5/2017,8.3,Hotel Mercure La Sorbonne Saint Germain des Pr s, United States of America ,44,464,19,1,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",59 days,48.8493499,2.3430569,France
14 rue de la Tremoille 8th arr 75008 Paris France,7/17/2017,8.5,La Tremoille Paris, Hong Kong ,64,283,3,1,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",17 days,48.8668589,2.3028215,France
14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,7/27/2017,9.2,Hotel Op ra Richepanse, Japan ,0,1073,39,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Room ', ' Stayed 3 nights ']",7 days,48.8686931,2.325211,France
14 Rue St Simon 7th arr 75007 Paris France,7/26/2017,9.0,H tel Duc De St Simon, United States of America ,0,379,40,1,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ']",8 days,48.8560685,2.3236846,France
14 Rue Stanislas 6th arr 75006 Paris France,7/4/2017,9.1,Hotel Le Six, United States of America ,5,177,58,1,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",30 days,48.8438352,2.3280708,France
140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,8/2/2017,8.7,The Bailey s Hotel London, United Kingdom ,79,2485,9,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.4938733,-0.1824963,United Kingdom
140 Park Lane Westminster Borough London W1K 7AA United Kingdom,8/2/2017,8.8,London Marriott Hotel Park Lane, Kuwait ,6,213,23,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.5131428,-0.1576714,United Kingdom
141 rue St Honor 1st arr 75001 Paris France,8/1/2017,8.1,Best Western Premier Louvre Saint Honor , United States of America ,177,923,14,8,6.3,"[' Leisure trip ', ' Family with young children ', ' Deluxe Room ', ' Stayed 3 nights ']",2 days,48.861711,2.340674,France
142 Minories City of London London EC3N 1LS United Kingdom,8/2/2017,9.2,Hotel Indigo London Tower Hill, United Kingdom ,13,781,18,4,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ']",1 days,51.5128032,-0.07586,United Kingdom
142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,7/5/2017,8.7,Windermere Hotel, United States of America ,0,221,44,1,10.0,"[' Leisure trip ', ' Solo traveler ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",29 days,51.4903724,-0.1459218,United Kingdom
143 Avenue De Malakoff 16th arr 75016 Paris France,6/13/2017,8.9,La Villa Maillot, Poland ,14,445,17,17,9.2,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 2 nights ']",51 days,48.875551,2.2835191,France
143 Boulevard Saint Germain 6th arr 75006 Paris France,7/27/2017,8.8,H tel Madison by MH, Brazil ,25,478,18,9,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",7 days,48.8531641,2.3344097,France
144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,7/26/2017,7.6,Mercure London Paddington Hotel, Saudi Arabia ,58,1458,4,3,4.6,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",8 days,51.5161139,-0.1749521,United Kingdom
146 Praed Street Westminster Borough London W2 1EE United Kingdom,8/3/2017,8.2,Hilton London Paddington, United States of America ,108,2898,8,1,5.8,"[' Business trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.515632,-0.175737,United Kingdom
147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,8/2/2017,8.0,London Marriott Hotel Kensington, Belgium ,25,449,10,15,7.1,"[' Couple ', ' Deluxe Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.4944849,-0.1884174,United Kingdom
15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom,8/3/2017,8.2,Kensington House Hotel, United States of America ,24,689,33,5,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5012329,-0.1859937,United Kingdom
15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,8/2/2017,9.5,Charlotte Street Hotel, United Kingdom ,5,319,61,3,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Room ', ' Stayed 1 night ']",1 days,51.5184158,-0.1348509,United Kingdom
15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,8/2/2017,9.4,The Goring, United Kingdom ,7,200,30,59,9.6,"[' Leisure trip ', ' Solo traveler ', ' Delightful Queen Room ', ' Stayed 3 nights ']",1 days,51.4975621,-0.145551,United Kingdom
15 Boulevard Romain Rolland 14th arr 75014 Paris France,8/3/2017,8.3,Novotel Paris 14 Porte d Orl ans, Netherlands ,47,147,28,17,8.8,"[' Leisure trip ', ' Family with young children ', ' 2 Adjacent Superior Rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,48.8196885,2.3263505,France
15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,7/27/2017,8.6,The Pelham Starhotels Collezione, United States of America ,15,833,41,6,10.0,"[' Leisure trip ', ' Group ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ']",7 days,51.4943935,-0.1750169,United Kingdom
15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,8/2/2017,9.3,The Montague On The Gardens, United Kingdom ,13,931,15,12,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",1 days,51.520181,-0.1256957,United Kingdom
15 Place Vend me 1st arr 75001 Paris France,7/14/2017,9.8,Ritz Paris, United States of America ,69,122,63,84,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",20 days,48.8679466,2.3289593,France
15 Quai Saint Michel 5th arr 75005 Paris France,8/2/2017,8.6,Hotel Les Rives de Notre Dame, United States of America ,0,265,67,17,10.0,"[' Leisure trip ', ' Couple ', ' Penthouse Suite ', ' Stayed 5 nights ']",1 days,48.8532269,2.3457159,France
15 Rue Boissy d Anglas 8th arr 75008 Paris France,6/30/2017,8.5,Sofitel Paris Le Faubourg, United Arab Emirates ,10,564,35,8,8.8,"[' Leisure trip ', ' Solo traveler ', ' Luxury Room 1 Queensize Bed Twin bedded Room On Request ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",34 days,48.868414,2.3213247,France
15 Rue de Bassano 16th arr 75016 Paris France,7/28/2017,8.3,Bassano, Kuwait ,20,513,8,8,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",6 days,48.8690596,2.2971078,France
15 rue de Constantinople 8th arr 75008 Paris France,7/30/2017,8.3,Best Western Premier Le Swann, United Kingdom ,35,601,10,1,7.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",4 days,48.8797331,2.3206003,France
15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,7/31/2017,8.8,H tel des Academies et des Arts, United Kingdom ,9,215,32,1,10.0,"[' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",3 days,48.8420669,2.3304091,France
15 Rue Des Pyramides 1st arr 75001 Paris France,7/25/2017,8.7,Hotel Lumen Paris Louvre, United Kingdom ,13,289,28,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",9 days,48.8652582,2.3329632,France
15 Rue Dupleix 15th arr 75015 Paris France,8/2/2017,8.8,Le Marquis Eiffel, United States of America ,5,489,32,9,10.0,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,48.8516619,2.2979395,France
15 rue Edouard Manet 13th arr 75013 Paris France,8/3/2017,9.0,COQ Hotel Paris, Germany ,5,1682,39,28,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,48.8328764,2.3572531,France
15 Rue Jacob 6th arr 75006 Paris France,7/29/2017,9.3,Mill sime H tel, Australia ,0,656,52,2,10.0,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 4 nights ']",5 days,48.8550236,2.3350786,France
